suburb,year,date,price,type
Ainslie,2015,09/12/2015,"$971,000",Single residential dwelling
Ainslie,2015,21/02/2015,"$970,000",Single residential dwelling
Ainslie,2015,18/07/2015,"$965,000",Single residential dwelling
Ainslie,2015,26/11/2015,"$960,000",Single residential dwelling
Ainslie,2015,02/12/2015,"$960,000",Multiple unit dwelling
Ainslie,2015,05/12/2015,"$925,000",Single residential dwelling
Ainslie,2015,05/12/2015,"$903,000",Single residential dwelling...
Ainslie,2015,09/05/2015,"$890,000",–
Ainslie,2015,11/11/2015,"$887,000",–
Ainslie,2015,08/11/2015,"$887,000",Multiple unit dwelling
Ainslie,2015,07/03/2015,"$875,000",Single residential dwelling
Ainslie,2015,06/06/2015,"$850,000",Single residential dwelling
Ainslie,2015,14/03/2015,"$845,000",Single residential dwelling
Ainslie,2015,16/10/2015,"$845,000",–
Ainslie,2015,13/10/2015,"$826,000",–
Ainslie,2015,10/07/2015,"$825,000",Single residential dwelling
Ainslie,2015,28/03/2015,"$820,000",Multiple unit dwelling
Ainslie,2015,28/03/2015,"$820,000",–
Ainslie,2015,17/06/2015,"$815,000",Multiple unit dwelling
Ainslie,2015,14/03/2015,"$800,000",Single residential dwelling
Ainslie,2015,27/06/2015,"$795,000",Single residential dwelling...
Ainslie,2015,28/04/2015,"$791,000",Multiple unit dwelling
Ainslie,2015,04/11/2015,"$785,000",–
Ainslie,2015,16/09/2015,"$785,000",Single residential dwelling...
Ainslie,2015,04/03/2015,"$780,000",–
Ainslie,2015,17/07/2015,"$770,000",Single residential dwelling
Ainslie,2015,14/10/2015,"$756,000",Single residential dwelling...
Ainslie,2015,13/03/2015,"$753,000",Single residential dwelling
Ainslie,2015,11/02/2015,"$750,000",Single residential dwelling...
Ainslie,2015,12/09/2015,"$731,000",Single residential dwelling
Ainslie,2015,12/12/2015,"$710,000",Single residential dwelling
Ainslie,2015,28/05/2015,"$705,000",Multiple unit dwelling
Ainslie,2015,10/07/2015,"$705,000",–
Ainslie,2015,18/03/2015,"$701,000",Single residential dwelling
Ainslie,2015,25/07/2015,"$700,000",Single residential dwelling
Ainslie,2015,28/01/2015,"$670,000",Single residential dwelling
Ainslie,2015,23/05/2015,"$670,000",Single residential dwelling
Ainslie,2015,06/05/2015,"$665,000",Single residential dwelling
Ainslie,2015,14/02/2015,"$665,000",Multiple unit dwelling
Ainslie,2015,14/02/2015,"$665,000",–
Ainslie,2015,24/12/2015,"$650,000",Single residential dwelling
Ainslie,2015,11/03/2015,"$635,000",Single residential dwelling
Ainslie,2015,23/12/2015,"$635,000",Single residential dwelling
Ainslie,2015,22/08/2015,"$630,000",Multiple unit dwelling
Ainslie,2015,21/08/2015,"$620,000",Multiple unit dwelling
Ainslie,2015,31/03/2015,"$615,000",Single residential dwelling
Ainslie,2015,04/03/2015,"$600,000",Single residential dwelling...
Ainslie,2015,07/01/2015,"$600,000",Single residential dwelling...
Ainslie,2015,18/12/2015,"$598,000",–
Ainslie,2015,18/12/2015,"$598,000",Multiple unit dwelling
Ainslie,2015,03/06/2015,"$588,000",Single residential dwelling
Ainslie,2015,01/04/2015,"$585,000",Single residential dwelling
Ainslie,2015,22/07/2015,"$576,667",Single residential dwelling
Ainslie,2015,30/11/2015,"$495,000",Multiple unit dwelling
Ainslie,2015,10/02/2015,"$469,000",Multiple unit dwelling
Ainslie,2015,10/02/2015,"$469,000",–
Ainslie,2015,09/01/2015,"$392,500",Single residential dwelling...
Ainslie,2015,09/04/2015,"$275,000",Single residential dwelling...
Ainslie,2015,01/07/2015,"$83,334",Consulting rooms
Ainslie,2015,15/09/2015,$0,Multiple unit dwelling
Ainslie,2015,19/10/2015,$0,Multiple unit dwelling
Ainslie,2015,26/11/2015,$0,Single residential dwelling
Ainslie,2015,31/03/2015,$0,Single residential dwelling
Ainslie,2015,16/08/2015,$0,Single residential dwelling...
Ainslie,2015,14/11/2015,$0,Single residential dwelling
Ainslie,2015,29/09/2015,$0,Single residential dwelling
Ainslie,2015,30/11/2015,$0,Single residential dwelling
Ainslie,2015,05/06/2015,$0,Single residential dwelling
Ainslie,2015,28/04/2015,$0,Single residential dwelling
Ainslie,2015,17/06/2015,$0,Single residential dwelling
Ainslie,2015,21/01/2015,$0,Single residential dwelling
Ainslie,2015,29/05/2015,$0,Single residential dwelling
Ainslie,2015,22/09/2015,$0,Single residential dwelling
Ainslie,2015,15/10/2015,$0,Single residential dwelling
Ainslie,2015,08/09/2015,$0,Multiple unit dwelling
Ainslie,2015,24/07/2015,$0,Single residential dwelling
Ainslie,2015,21/10/2015,$0,Single residential dwelling
Ainslie,2015,16/09/2015,$0,Single residential dwelling
Ainslie,2015,02/11/2015,$0,Single residential dwelling
Ainslie,2015,14/09/2015,$0,Single residential dwelling
Ainslie,2015,31/03/2015,$0,Single residential dwelling
Ainslie,2015,30/09/2015,$0,Single residential dwelling
Ainslie,2015,26/02/2015,$0,Single residential dwelling
Ainslie,2015,20/01/2015,$0,Single residential dwelling
Ainslie,2015,19/07/2015,$0,Single residential dwelling
Ainslie,2016,15/02/2016,"$8,520,000",Commercial accommodation es...
Ainslie,2016,28/06/2016,"$2,000,000",–
Ainslie,2016,27/08/2016,"$1,600,000",Single residential dwelling
Ainslie,2016,11/05/2016,"$1,565,000",Single residential dwelling
Ainslie,2016,30/03/2016,"$1,450,000",Single residential dwelling
Ainslie,2016,18/02/2016,"$1,345,000",Single residential dwelling...
Ainslie,2016,11/03/2016,"$1,300,000",Single residential dwelling
Ainslie,2016,05/12/2016,"$1,270,000",Single residential dwelling
Ainslie,2016,26/11/2016,"$1,220,500",Single residential dwelling
Ainslie,2016,15/01/2016,"$1,200,000",Single residential dwelling
Ainslie,2016,26/11/2016,"$1,200,000",Single residential dwelling
Ainslie,2016,19/11/2016,"$1,200,000",Single residential dwelling
Ainslie,2016,16/07/2016,"$1,191,500",Single residential dwelling
Ainslie,2016,28/05/2016,"$1,150,000",Single residential dwelling
Ainslie,2016,12/12/2016,"$1,130,000",Single residential dwelling
Ainslie,2016,06/08/2016,"$1,109,000",Single residential dwelling
Ainslie,2016,02/04/2016,"$1,080,000",Single residential dwelling
Ainslie,2016,05/08/2016,"$1,020,000",Single residential dwelling
Ainslie,2016,27/08/2016,"$1,010,000",Single residential dwelling
Ainslie,2016,09/12/2016,"$1,000,000",Single residential dwelling
Ainslie,2016,21/11/2016,"$1,000,000",Single residential dwelling
Ainslie,2016,14/10/2016,"$990,000",Single residential dwelling
Ainslie,2016,08/10/2016,"$980,000",Single residential dwelling
Ainslie,2016,08/10/2016,"$955,000",Single residential dwelling
Ainslie,2016,26/11/2016,"$952,000",Single residential dwelling...
Ainslie,2016,17/03/2016,"$950,000",Single residential dwelling
Ainslie,2016,29/04/2016,"$942,500",Single residential dwelling
Ainslie,2016,19/03/2016,"$918,000",Single residential dwelling
Ainslie,2016,16/04/2016,"$912,000",Single residential dwelling
Ainslie,2016,09/07/2016,"$885,000",Multiple unit dwelling
Ainslie,2016,07/12/2016,"$882,000",–
Ainslie,2016,14/06/2016,"$881,000",Single residential dwelling
Ainslie,2016,18/03/2016,"$880,000",–
Ainslie,2016,10/03/2016,"$870,110",–
Ainslie,2016,10/03/2016,"$870,110",Multiple unit dwelling
Ainslie,2016,12/11/2016,"$850,000",Single residential dwelling
Ainslie,2016,12/11/2016,"$850,000",Single residential dwelling
Ainslie,2016,02/12/2016,"$850,000",Single residential dwelling
Ainslie,2016,03/09/2016,"$845,000",Single residential dwelling...
Ainslie,2016,13/08/2016,"$840,000",Multiple unit dwelling
Ainslie,2016,28/10/2016,"$838,000",Single residential dwelling
Ainslie,2016,27/02/2016,"$830,000",Single residential dwelling
Ainslie,2016,22/09/2016,"$830,000",Single residential dwelling
Ainslie,2016,16/04/2016,"$811,000",Single residential dwelling
Ainslie,2016,28/10/2016,"$805,000",–
Ainslie,2016,03/09/2016,"$802,500",Single residential dwelling
Ainslie,2016,10/05/2016,"$800,000",Single residential dwelling
Ainslie,2016,20/08/2016,"$792,000",Single residential dwelling
Ainslie,2016,22/06/2016,"$789,000",Single residential dwelling
Ainslie,2016,16/03/2016,"$778,000",Single residential dwelling
Ainslie,2016,30/06/2016,"$750,000",–
Ainslie,2016,27/07/2016,"$731,000",Single residential dwelling...
Ainslie,2016,15/12/2016,"$721,000",Single residential dwelling...
Ainslie,2016,19/04/2016,"$720,000",Multiple unit dwelling
Ainslie,2016,05/02/2016,"$715,000",Single residential dwelling...
Ainslie,2016,18/08/2016,"$710,000",Single residential dwelling
Ainslie,2016,06/04/2016,"$681,000",Single residential dwelling
Ainslie,2016,24/03/2016,"$675,000",Single residential dwelling
Ainslie,2016,04/05/2016,"$670,000",–
Ainslie,2016,10/12/2016,"$670,000",Single residential dwelling
Ainslie,2016,01/03/2016,"$669,000",Single residential dwelling
Ainslie,2016,03/03/2016,"$657,000",Single residential dwelling
Ainslie,2016,22/01/2016,"$625,600",Single residential dwelling
Ainslie,2016,27/06/2016,"$620,000",Multiple unit dwelling
Ainslie,2016,11/03/2016,"$531,000",Self care units for aged pe...
Ainslie,2016,02/02/2016,"$475,000",Multiple unit dwelling
Ainslie,2016,02/02/2016,"$475,000",–
Ainslie,2016,19/10/2016,"$422,500",Multiple unit dwelling
Ainslie,2016,19/10/2016,"$422,500",–
Ainslie,2016,31/03/2016,"$300,000",Single residential dwelling
Ainslie,2016,30/01/2016,$0,Single residential dwelling
Ainslie,2016,27/09/2016,$0,Self care units for aged pe...
Ainslie,2016,07/04/2016,$0,Single residential dwelling
Ainslie,2016,29/09/2016,$0,Single residential dwelling
Ainslie,2016,21/12/2016,$0,Single residential dwelling
Ainslie,2016,24/04/2016,$0,Single residential dwelling
Ainslie,2016,25/08/2016,$0,Multiple unit dwelling
Ainslie,2016,27/09/2016,$0,Single residential dwelling
Ainslie,2016,04/07/2016,$0,Single residential dwelling...
Ainslie,2016,15/09/2016,$0,Single residential dwelling
Ainslie,2016,21/05/2016,$0,Single residential dwelling
Ainslie,2016,25/05/2016,$0,Single residential dwelling
Ainslie,2016,23/08/2016,$0,Single residential dwelling
Ainslie,2016,07/06/2016,$0,Single residential dwelling
Ainslie,2016,03/06/2016,$0,Single residential dwelling
Ainslie,2016,15/06/2016,$0,Single residential dwelling
Ainslie,2016,30/01/2016,$0,Single residential dwelling
Ainslie,2016,10/07/2016,$0,Single residential dwelling
Ainslie,2016,09/02/2016,$0,Single residential dwelling
Ainslie,2016,19/02/2016,$0,Single residential dwelling
Ainslie,2016,12/04/2016,$0,Single residential dwelling
Ainslie,2016,13/07/2016,$0,Single residential dwelling
Ainslie,2016,19/02/2016,$0,Single residential dwelling
Ainslie,2016,05/09/2016,$0,Single residential dwelling...
Ainslie,2016,07/11/2016,$0,Multiple unit dwelling
Ainslie,2016,20/05/2016,$0,Single residential dwelling
Ainslie,2017,28/02/2017,"$1,975,000",Single residential dwelling
Ainslie,2017,30/05/2017,"$1,840,000",Single residential dwelling
Ainslie,2017,25/11/2017,"$1,690,000",Single residential dwelling
Ainslie,2017,07/10/2017,"$1,690,000",Single residential dwelling...
Ainslie,2017,12/10/2017,"$1,690,000",–
Ainslie,2017,13/12/2017,"$1,625,000",Single residential dwelling
Ainslie,2017,20/10/2017,"$1,600,000",Single residential dwelling
Ainslie,2017,23/02/2017,"$1,547,000",Single residential dwelling
Ainslie,2017,21/09/2017,"$1,511,000",Single residential dwelling
Ainslie,2017,12/04/2017,"$1,476,000",Single residential dwelling
Ainslie,2017,11/11/2017,"$1,410,000",Single residential dwelling
Ainslie,2017,29/04/2017,"$1,375,000",Single residential dwelling
Ainslie,2017,23/02/2017,"$1,365,000",Single residential dwelling...
Ainslie,2017,28/10/2017,"$1,365,000",Single residential dwelling
Ainslie,2017,14/10/2017,"$1,365,000",–
Ainslie,2017,09/10/2017,"$1,350,000",Single residential dwelling
Ainslie,2017,10/08/2017,"$1,350,000",–
Ainslie,2017,30/11/2017,"$1,300,000",Single residential dwelling
Ainslie,2017,14/10/2017,"$1,300,000",Single residential dwelling
Ainslie,2017,16/11/2017,"$1,285,000",Single residential dwelling
Ainslie,2017,12/08/2017,"$1,270,000",Single residential dwelling
Ainslie,2017,02/11/2017,"$1,260,000",Single residential dwelling
Ainslie,2017,17/07/2017,"$1,260,000",–
Ainslie,2017,09/12/2017,"$1,225,000",–
Ainslie,2017,25/11/2017,"$1,215,000",Single residential dwelling
Ainslie,2017,02/02/2017,"$1,205,000",Single residential dwelling
Ainslie,2017,29/11/2017,"$1,200,000",–
Ainslie,2017,31/03/2017,"$1,187,000",Single residential dwelling
Ainslie,2017,27/04/2017,"$1,165,000",–
Ainslie,2017,15/05/2017,"$1,150,000",Single residential dwelling
Ainslie,2017,05/10/2017,"$1,075,000",Residential
Ainslie,2017,06/09/2017,"$1,055,000",–
Ainslie,2017,18/12/2017,"$1,050,000",Single residential dwelling
Ainslie,2017,28/10/2017,"$1,040,000",–
Ainslie,2017,12/05/2017,"$1,040,000",Single residential dwelling
Ainslie,2017,12/10/2017,"$975,000",Multiple unit dwelling
Ainslie,2017,25/02/2017,"$970,000",Multiple unit dwelling
Ainslie,2017,25/02/2017,"$970,000",–
Ainslie,2017,17/06/2017,"$945,000",–
Ainslie,2017,16/05/2017,"$925,000",–
Ainslie,2017,04/03/2017,"$924,000",Single residential dwelling
Ainslie,2017,23/03/2017,"$920,000",Multiple unit dwelling
Ainslie,2017,28/03/2017,"$920,000",–
Ainslie,2017,27/05/2017,"$910,000",Single residential dwelling
Ainslie,2017,25/08/2017,"$900,000",Single residential dwelling
Ainslie,2017,29/11/2017,"$890,000",Single residential dwelling
Ainslie,2017,14/10/2017,"$890,000",Single residential dwelling
Ainslie,2017,10/07/2017,"$885,000",Single residential dwelling
Ainslie,2017,25/05/2017,"$885,000",–
Ainslie,2017,11/02/2017,"$880,000",Single residential dwelling
Ainslie,2017,01/07/2017,"$877,500",Multiple unit dwelling
Ainslie,2017,09/03/2017,"$875,000",Single residential dwelling
Ainslie,2017,25/03/2017,"$865,000",Single residential dwelling
Ainslie,2017,07/10/2017,"$860,000",Single residential dwelling
Ainslie,2017,05/04/2017,"$855,000",Single residential dwelling
Ainslie,2017,25/02/2017,"$850,000",Multiple unit dwelling
Ainslie,2017,08/07/2017,"$850,000",Single residential dwelling
Ainslie,2017,02/03/2017,"$850,000",Single residential dwelling...
Ainslie,2017,25/02/2017,"$850,000",–
Ainslie,2017,19/06/2017,"$840,000",–
Ainslie,2017,30/05/2017,"$840,000",Single residential dwelling
Ainslie,2017,30/03/2017,"$840,000",–
Ainslie,2017,11/07/2017,"$830,000",Single residential dwelling...
Ainslie,2017,01/05/2017,"$826,000",Single residential dwelling...
Ainslie,2017,16/03/2017,"$825,000",–
Ainslie,2017,16/05/2017,"$825,000",Single residential dwelling
Ainslie,2017,29/09/2017,"$820,000",Single residential dwelling
Ainslie,2017,05/08/2017,"$810,000",Single residential dwelling
Ainslie,2017,19/04/2017,"$810,000",Single residential dwelling
Ainslie,2017,17/05/2017,"$810,000",Single residential dwelling
Ainslie,2017,20/12/2017,"$800,000",Single residential dwelling
Ainslie,2017,08/03/2017,"$785,000",Single residential dwelling
Ainslie,2017,07/02/2017,"$780,000",–
Ainslie,2017,07/02/2017,"$780,000",Multiple unit dwelling
Ainslie,2017,15/02/2017,"$765,000",Multiple unit dwelling
Ainslie,2017,28/04/2017,"$765,000",–
Ainslie,2017,28/04/2017,"$765,000",Multiple unit dwelling
Ainslie,2017,15/02/2017,"$765,000",–
Ainslie,2017,29/05/2017,"$750,000",Single residential dwelling
Ainslie,2017,16/03/2017,"$750,000",–
Ainslie,2017,07/04/2017,"$748,000",Multiple unit dwelling
Ainslie,2017,05/07/2017,"$730,000",Single residential dwelling...
Ainslie,2017,22/03/2017,"$720,000",Single residential dwelling
Ainslie,2017,01/03/2017,"$710,000",Single residential dwelling...
Ainslie,2017,02/03/2017,"$700,000",Single residential dwelling...
Ainslie,2017,11/08/2017,"$690,000",–
Ainslie,2017,23/10/2017,"$690,000",Single residential dwelling
Ainslie,2017,30/01/2017,"$670,000",Multiple unit dwelling
Ainslie,2017,16/03/2017,"$650,000",–
Ainslie,2017,17/05/2017,"$650,000",Single residential dwelling
Ainslie,2017,16/05/2017,"$555,000",–
Ainslie,2017,28/08/2017,"$550,000",Single residential dwelling
Ainslie,2017,13/10/2017,"$500,000",Multiple unit dwelling
Ainslie,2017,10/03/2017,"$462,500",Single residential dwelling
Ainslie,2017,01/06/2017,$0,Single residential dwelling
Ainslie,2017,06/01/2017,$0,Single residential dwelling
Ainslie,2017,10/02/2017,$0,Single residential dwelling
Ainslie,2017,27/08/2017,$0,Single residential dwelling
Ainslie,2017,08/01/2017,$0,Single residential dwelling
Ainslie,2017,08/02/2017,$0,Single residential dwelling
Ainslie,2017,14/07/2017,$0,Single residential dwelling...
Ainslie,2017,31/10/2017,$0,Multiple unit dwelling
Ainslie,2017,14/07/2017,$0,Single residential dwelling
Ainslie,2017,15/06/2017,$0,Single residential dwelling
Ainslie,2017,21/10/2017,$0,Single residential dwelling
Ainslie,2017,18/03/2017,$0,Single residential dwelling
Ainslie,2017,24/09/2017,$0,Single residential dwelling
Ainslie,2017,26/04/2017,$0,Single residential dwelling
Ainslie,2017,16/12/2017,$0,Single residential dwelling
Ainslie,2017,20/10/2017,$0,Multiple unit dwelling
Ainslie,2017,18/06/2017,$0,Single residential dwelling
Ainslie,2017,25/03/2017,$0,Single residential dwelling
Ainslie,2017,09/09/2017,$0,Single residential dwelling
Ainslie,2017,16/05/2017,$0,Multiple unit dwelling
Ainslie,2017,30/08/2017,$0,Single residential dwelling
Ainslie,2017,01/10/2017,$0,Multiple unit dwelling
Ainslie,2017,05/09/2017,$0,Multiple unit dwelling
Ainslie,2017,21/08/2017,$0,Single residential dwelling
Ainslie,2017,16/05/2017,$0,Multiple unit dwelling
Ainslie,2017,18/01/2017,$0,Single residential dwelling
Ainslie,2018,27/10/2018,"$1,770,000",Single residential dwelling
Ainslie,2018,18/05/2018,"$1,770,000",Single residential dwelling
Ainslie,2018,22/09/2018,"$1,730,000",Single residential dwelling
Ainslie,2018,19/03/2018,"$1,605,000",Single residential dwelling
Ainslie,2018,16/11/2018,"$1,600,000",Single residential dwelling
Ainslie,2018,08/09/2018,"$1,590,000",Single residential dwelling
Ainslie,2018,01/06/2018,"$1,500,000",Single residential dwelling...
Ainslie,2018,13/11/2018,"$1,425,000",Single residential dwelling
Ainslie,2018,17/03/2018,"$1,410,000",Single residential dwelling
Ainslie,2018,27/10/2018,"$1,385,000",Single residential dwelling
Ainslie,2018,11/05/2018,"$1,370,000",Single residential dwelling...
Ainslie,2018,10/12/2018,"$1,350,000",Single residential dwelling...
Ainslie,2018,01/03/2018,"$1,340,000",Single residential dwelling
Ainslie,2018,17/11/2018,"$1,310,000",Single residential dwelling
Ainslie,2018,15/03/2018,"$1,300,000",Single residential dwelling
Ainslie,2018,25/01/2018,"$1,300,000",Single residential dwelling
Ainslie,2018,08/09/2018,"$1,300,000",Single residential dwelling
Ainslie,2018,18/04/2018,"$1,275,000",Single residential dwelling...
Ainslie,2018,24/02/2018,"$1,250,000",Single residential dwelling
Ainslie,2018,05/04/2018,"$1,240,000",Single residential dwelling
Ainslie,2018,07/11/2018,"$1,239,000",Single residential dwelling
Ainslie,2018,10/08/2018,"$1,200,000",Single residential dwelling
Ainslie,2018,16/06/2018,"$1,200,000",Single residential dwelling...
Ainslie,2018,12/10/2018,"$1,200,000",Single residential dwelling
Ainslie,2018,24/04/2018,"$1,200,000",Single residential dwelling
Ainslie,2018,28/03/2018,"$1,200,000",Single residential dwelling
Ainslie,2018,20/10/2018,"$1,190,000",Single residential dwelling
Ainslie,2018,01/08/2018,"$1,160,000",Single residential dwelling
Ainslie,2018,15/02/2018,"$1,150,000",Single residential dwelling
Ainslie,2018,02/11/2018,"$1,150,000",Multiple unit dwelling
Ainslie,2018,02/11/2018,"$1,150,000",–
Ainslie,2018,28/04/2018,"$1,130,000",Single residential dwelling
Ainslie,2018,22/05/2018,"$1,122,500",Multiple unit dwelling
Ainslie,2018,06/10/2018,"$1,105,000",Single residential dwelling
Ainslie,2018,20/09/2018,"$1,080,000",Single residential dwelling
Ainslie,2018,05/05/2018,"$1,055,000",Multiple unit dwelling
Ainslie,2018,15/09/2018,"$1,020,000",Multiple unit dwelling
Ainslie,2018,15/09/2018,"$1,020,000",–
Ainslie,2018,06/10/2018,"$1,005,000",Multiple unit dwelling
Ainslie,2018,06/10/2018,"$1,005,000",–
Ainslie,2018,08/12/2018,"$1,001,000",Single residential dwelling
Ainslie,2018,12/05/2018,"$1,000,000",–
Ainslie,2018,12/05/2018,"$1,000,000",Multiple unit dwelling
Ainslie,2018,11/01/2018,"$1,000,000",Single residential dwelling
Ainslie,2018,07/03/2018,"$985,000",–
Ainslie,2018,07/03/2018,"$985,000",Multiple unit dwelling
Ainslie,2018,08/03/2018,"$985,000",–
Ainslie,2018,02/07/2018,"$980,000",Single residential dwelling...
Ainslie,2018,03/03/2018,"$976,000",Single residential dwelling
Ainslie,2018,14/12/2018,"$975,000",Single residential dwelling
Ainslie,2018,03/03/2018,"$970,000",Single residential dwelling
Ainslie,2018,01/09/2018,"$947,500",Single residential dwelling
Ainslie,2018,30/07/2018,"$920,000",Single residential dwelling
Ainslie,2018,17/05/2018,"$920,000",–
Ainslie,2018,21/12/2018,"$910,000",Single residential dwelling
Ainslie,2018,27/03/2018,"$910,000",–
Ainslie,2018,21/12/2018,"$900,000",Single residential dwelling
Ainslie,2018,14/07/2018,"$895,000",Single residential dwelling
Ainslie,2018,22/03/2018,"$870,000",Single residential dwelling
Ainslie,2018,14/11/2018,"$870,000",Single residential dwelling
Ainslie,2018,04/06/2018,"$860,000",Multiple unit dwelling
Ainslie,2018,04/06/2018,"$860,000",–
Ainslie,2018,01/02/2018,"$845,000",Single residential dwelling
Ainslie,2018,14/02/2018,"$845,000",Single residential dwelling...
Ainslie,2018,12/12/2018,"$815,000",Single residential dwelling
Ainslie,2018,07/12/2018,"$800,000",Single residential dwelling
Ainslie,2018,12/09/2018,"$800,000",Single residential dwelling...
Ainslie,2018,04/05/2018,"$783,000",Multiple unit dwelling
Ainslie,2018,23/07/2018,"$780,000",Single residential dwelling
Ainslie,2018,06/06/2018,"$750,000",Single residential dwelling
Ainslie,2018,07/05/2018,"$740,000",Single residential dwelling...
Ainslie,2018,15/03/2018,"$709,000",Multiple unit dwelling
Ainslie,2018,23/11/2018,"$698,000",Multiple unit dwelling
Ainslie,2018,23/11/2018,"$698,000",–
Ainslie,2018,16/02/2018,"$690,000",Single residential dwelling...
Ainslie,2018,31/07/2018,"$650,000",Single residential dwelling...
Ainslie,2018,21/12/2018,"$638,000",Multiple unit dwelling
Ainslie,2018,21/12/2018,"$638,000",–
Ainslie,2018,21/12/2018,"$586,000",Multiple unit dwelling
Ainslie,2018,21/12/2018,"$586,000",–
Ainslie,2018,07/03/2018,"$400,000",Sub-station (electrical)
Ainslie,2018,25/01/2018,"$275,000",Single residential dwelling
Ainslie,2018,01/07/2018,$0,Single residential dwelling
Ainslie,2018,09/08/2018,$0,Multiple unit dwelling
Ainslie,2018,10/10/2018,$0,Single residential dwelling
Ainslie,2018,17/12/2018,$0,Single residential dwelling
Ainslie,2018,04/04/2018,$0,Single residential dwelling
Ainslie,2018,08/08/2018,$0,Single residential dwelling...
Ainslie,2018,20/09/2018,$0,Single residential dwelling
Ainslie,2018,05/06/2018,$0,Single residential dwelling
Ainslie,2018,06/11/2018,$0,Single residential dwelling
Ainslie,2018,14/10/2018,$0,Multiple unit dwelling
Ainslie,2018,05/11/2018,$0,Single residential dwelling
Ainslie,2018,22/01/2018,$0,–
Ainslie,2018,26/04/2018,$0,Single residential dwelling
Ainslie,2018,01/07/2018,$0,Single residential dwelling
Ainslie,2018,09/11/2018,$0,Single residential dwelling
Ainslie,2018,22/09/2018,$0,Single residential dwelling
Ainslie,2018,14/02/2018,$0,Single residential dwelling
Ainslie,2018,29/03/2018,$0,Single residential dwelling
Ainslie,2018,29/04/2018,$0,Single residential dwelling
Ainslie,2018,26/07/2018,$0,Single residential dwelling
Ainslie,2018,10/07/2018,$0,Single residential dwelling
Ainslie,2018,18/08/2018,$0,Multiple unit dwelling
Ainslie,2019,29/11/2019,"$1,840,000",Single residential dwelling...
Ainslie,2019,21/09/2019,"$1,690,000",Single residential dwelling
Ainslie,2019,01/03/2019,"$1,630,000",Single residential dwelling
Ainslie,2019,23/11/2019,"$1,420,000",–
Ainslie,2019,26/09/2019,"$1,415,000",Single residential dwelling
Ainslie,2019,26/10/2019,"$1,400,000",–
Ainslie,2019,08/10/2019,"$1,400,000",Single residential dwelling
Ainslie,2019,20/08/2019,"$1,350,000",Single residential dwelling
Ainslie,2019,21/01/2019,"$1,300,000",Single residential dwelling
Ainslie,2019,02/11/2019,"$1,290,000",Single residential dwelling
Ainslie,2019,03/04/2019,"$1,250,000",Single residential dwelling...
Ainslie,2019,29/11/2019,"$1,225,000",Single residential dwelling
Ainslie,2019,04/04/2019,"$1,200,000",Single residential dwelling
Ainslie,2019,28/08/2019,"$1,120,000",Single residential dwelling...
Ainslie,2019,14/09/2019,"$1,112,500",Single residential dwelling
Ainslie,2019,17/01/2019,"$1,100,000",Single residential dwelling
Ainslie,2019,08/10/2019,"$1,100,000",Single residential dwelling
Ainslie,2019,12/02/2019,"$1,090,000",Single residential dwelling
Ainslie,2019,23/02/2019,"$1,075,000",Single residential dwelling
Ainslie,2019,29/03/2019,"$1,070,000",Single residential dwelling
Ainslie,2019,27/11/2019,"$1,035,000",Single residential dwelling
Ainslie,2019,26/04/2019,"$1,035,000",Single residential dwelling
Ainslie,2019,14/12/2019,"$1,030,000",Multiple unit dwelling
Ainslie,2019,13/11/2019,"$1,025,000",Single residential dwelling
Ainslie,2019,16/11/2019,"$1,022,000",Multiple unit dwelling
Ainslie,2019,16/11/2019,"$1,022,000",–
Ainslie,2019,09/08/2019,"$1,000,000",Multiple unit dwelling
Ainslie,2019,18/12/2019,"$990,000",–
Ainslie,2019,01/05/2019,"$990,000",–
Ainslie,2019,16/12/2019,"$980,000",Single residential dwelling
Ainslie,2019,22/02/2019,"$975,000",Multiple unit dwelling
Ainslie,2019,05/11/2019,"$945,000",Single residential dwelling
Ainslie,2019,24/08/2019,"$930,000",Single residential dwelling
Ainslie,2019,14/01/2019,"$915,000",Single residential dwelling
Ainslie,2019,17/12/2019,"$910,000",–
Ainslie,2019,11/10/2019,"$900,000",Single residential dwelling...
Ainslie,2019,29/04/2019,"$900,000",Single residential dwelling...
Ainslie,2019,23/05/2019,"$900,000",Single residential dwelling...
Ainslie,2019,29/10/2019,"$895,000",Single residential dwelling
Ainslie,2019,09/11/2019,"$885,000",–
Ainslie,2019,09/11/2019,"$885,000",Multiple unit dwelling
Ainslie,2019,18/06/2019,"$882,000",Single residential dwelling
Ainslie,2019,25/10/2019,"$880,000",Single residential dwelling
Ainslie,2019,08/01/2019,"$860,000",Single residential dwelling
Ainslie,2019,08/07/2019,"$860,000",Single residential dwelling
Ainslie,2019,23/02/2019,"$845,000",Single residential dwelling
Ainslie,2019,09/04/2019,"$825,000",–
Ainslie,2019,09/04/2019,"$825,000",Multiple unit dwelling
Ainslie,2019,25/09/2019,"$822,350",Single residential dwelling
Ainslie,2019,15/07/2019,"$815,000",Single residential dwelling
Ainslie,2019,17/10/2019,"$812,000",Multiple unit dwelling
Ainslie,2019,17/10/2019,"$812,000",–
Ainslie,2019,18/09/2019,"$805,000",Single residential dwelling
Ainslie,2019,28/05/2019,"$797,000",Single residential dwelling...
Ainslie,2019,14/02/2019,"$795,000",Single residential dwelling
Ainslie,2019,24/07/2019,"$795,000",–
Ainslie,2019,24/07/2019,"$795,000",Multiple unit dwelling
