date,price
2015-01-09,950000
2015-01-12,195000
2015-01-12,1050000
2015-01-12,1140000
2015-01-12,560000
2015-01-12,683000
2015-01-12,495000
2015-01-12,1250000
2015-01-12,33000
2015-01-12,740000
2015-01-12,725000
2015-01-12,1215000
2015-01-12,500000
2015-01-12,605000
2015-01-12,230000
2015-01-12,700000
2015-01-13,440500
2015-01-13,642000
2015-01-13,25000
2015-01-13,538500
2015-01-13,353000
2015-01-13,418000
2015-01-13,480000
2015-01-13,645000
2015-01-13,765000
2015-01-13,620000
2015-01-13,580000
2015-01-13,520000
2015-01-13,830000
2015-01-13,418000
2015-01-13,712000
2015-01-13,750000
2015-01-14,584500
2015-01-14,217000
2015-01-14,604000
2015-01-14,570000
2015-01-14,550000
2015-01-14,995000
2015-01-14,440000
2015-01-15,450000
2015-01-15,341000
2015-01-15,607000
2015-01-15,670000
2015-01-15,675000
2015-01-15,545000
2015-01-15,522500
2015-01-15,705000
2015-01-15,380000
2015-01-15,516000
2015-01-16,405000
2015-01-16,1000000
2015-01-16,850000
2015-01-16,1200444
2015-01-16,587500
2015-01-16,540000
2015-01-16,840000
2015-01-16,540000
2015-01-16,582000
2015-01-16,575000
2015-01-16,630000
2015-01-16,600000
2015-01-16,437500
2015-01-17,767000
2015-01-17,440000
2015-01-19,590000
2015-01-19,940000
2015-01-19,250000
2015-01-19,580000
2015-01-19,525000
2015-01-19,250666
2015-01-19,479000
2015-01-20,520000
2015-01-20,480000
2015-01-20,702529
2015-01-20,730000
2015-01-21,475000
2015-01-21,245000
2015-01-21,540000
2015-01-21,641000
2015-01-22,560000
2015-01-22,600000
2015-01-22,380500
2015-01-22,1240000
2015-01-22,237000
2015-01-22,640000
2015-01-22,690000
2015-01-22,785000
2015-01-22,645000
2015-01-22,200000
2015-01-23,430000
2015-01-23,850000
2015-01-23,776000
2015-01-23,685000
2015-01-23,670000
2015-01-23,750000
2015-01-23,670000
2015-01-23,475000
2015-01-23,65000
2015-01-23,980000
2015-01-23,704000
2015-01-27,406000
2015-01-27,785000
2015-01-27,525000
2015-01-27,489950
2015-01-27,535000
2015-01-27,655000
2015-01-27,399000
2015-01-27,1165000
2015-01-27,317900
2015-01-27,620000
2015-01-27,470000
2015-01-28,2400000
2015-01-28,508000
2015-01-28,439500
2015-01-28,395000
2015-01-28,670000
2015-01-28,705000
2015-01-28,377000
2015-01-28,1300000
2015-01-28,392500
2015-01-29,393000
2015-01-29,526000
2015-01-29,630000
2015-01-29,340900
2015-01-29,532500
2015-01-29,514000
2015-01-29,516000
2015-01-29,555000
2015-01-29,610000
2015-01-29,550000
2015-01-29,800000
2015-01-29,455000
2015-01-30,845000
2015-01-30,600000
2015-01-30,220000
2015-01-30,1050000
2015-01-30,585000
2015-01-30,680000
2015-01-30,815000
2015-01-30,431000
2015-01-30,480000
2015-01-30,552000
2015-01-30,485000
2015-01-31,720000
2015-01-31,730000
2015-01-31,520000
2015-01-31,535000
2015-01-31,649000
2015-01-31,600000
2015-01-31,526000
2015-01-31,533000
2015-01-31,700000
2015-01-31,740000
2015-01-31,820000
2015-02-01,790000
2015-02-02,487000
2015-02-02,730000
2015-02-02,679950
2015-02-02,560000
2015-02-02,610000
2015-02-02,368900
2015-02-02,890000
2015-02-02,480000
2015-02-02,595000
2015-02-03,770000
2015-02-03,419900
2015-02-03,435500
2015-02-03,605000
2015-02-03,390000
2015-02-03,922000
2015-02-03,336950
2015-02-03,573000
2015-02-03,341000
2015-02-03,448000
2015-02-03,495000
2015-02-03,810000
2015-02-03,694000
2015-02-03,235000
2015-02-04,435000
2015-02-04,735000
2015-02-04,437000
2015-02-04,645000
2015-02-04,368900
2015-02-04,490000
2015-02-04,585000
2015-02-04,875000
2015-02-04,601000
2015-02-05,680000
2015-02-05,515000
2015-02-05,622000
2015-02-05,450000
2015-02-05,570000
2015-02-05,510000
2015-02-05,560000
2015-02-05,750000
2015-02-05,450000
2015-02-05,360000
2015-02-05,404000
2015-02-05,550000
2015-02-05,425000
2015-02-05,510000
2015-02-05,595000
2015-02-06,355000
2015-02-06,497000
2015-02-06,641000
2015-02-06,360500
2015-02-06,635000
2015-02-06,800000
2015-02-06,675000
2015-02-06,475000
2015-02-07,671000
2015-02-07,541000
2015-02-07,852000
2015-02-07,660000
2015-02-07,545000
2015-02-07,657000
2015-02-07,573000
2015-02-07,775000
2015-02-07,783500
2015-02-07,540000
2015-02-07,1700000
2015-02-07,910000
2015-02-07,668000
2015-02-07,666000
2015-02-08,875000
2015-02-09,346000
2015-02-09,624900
2015-02-09,530000
2015-02-09,447000
2015-02-09,755000
2015-02-09,426900
2015-02-09,446600
2015-02-10,995000
2015-02-10,550000
2015-02-10,622500
2015-02-10,295000
2015-02-10,551000
2015-02-10,490000
2015-02-10,605000
2015-02-10,385000
2015-02-10,638000
2015-02-10,739500
2015-02-10,900000
2015-02-10,540000
2015-02-10,415000
2015-02-11,590000
2015-02-11,660000
2015-02-11,590000
2015-02-11,920000
2015-02-11,455000
2015-02-11,620000
2015-02-11,730000
2015-02-11,445000
2015-02-11,510000
2015-02-11,760000
2015-02-12,565000
2015-02-12,605000
2015-02-12,411500
2015-02-12,382500
2015-02-12,469900
2015-02-12,1180000
2015-02-12,420000
2015-02-12,460000
2015-02-12,715000
2015-02-12,625000
2015-02-12,514000
2015-02-12,422000
2015-02-12,605000
2015-02-13,475000
2015-02-13,565000
2015-02-13,500000
2015-02-13,477500
2015-02-13,509950
2015-02-13,780000
2015-02-13,931800
2015-02-13,792000
2015-02-13,753000
2015-02-13,538500
2015-02-13,644950
2015-02-13,342000
2015-02-13,340900
2015-02-13,935000
2015-02-13,740000
2015-02-13,685000
2015-02-13,200000
2015-02-13,655000
2015-02-13,586000
2015-02-13,915000
2015-02-13,452500
2015-02-14,710000
2015-02-14,827500
2015-02-14,545000
2015-02-14,1100000
2015-02-14,380000
2015-02-14,600000
2015-02-14,600000
2015-02-14,610000
2015-02-14,680000
2015-02-14,957000
2015-02-14,520000
2015-02-14,615000
2015-02-14,975000
2015-02-14,660000
2015-02-14,325000
2015-02-14,1670000
2015-02-14,657000
2015-02-14,970000
2015-02-15,240000
2015-02-16,333700
2015-02-16,340900
2015-02-16,635000
2015-02-16,641000
2015-02-16,670000
2015-02-16,649000
2015-02-16,515000
2015-02-16,808100
2015-02-16,482000
2015-02-16,576950
2015-02-16,559000
2015-02-16,590000
2015-02-16,690000
2015-02-16,550000
2015-02-16,732000
2015-02-16,476000
2015-02-16,435000
2015-02-17,615000
2015-02-17,445000
2015-02-17,595000
2015-02-17,810000
2015-02-17,450000
2015-02-17,449950
2015-02-17,528000
2015-02-17,525000
2015-02-17,550000
2015-02-17,420000
2015-02-17,740000
2015-02-17,365000
2015-02-18,343000
2015-02-18,490000
2015-02-18,612600
2015-02-18,646000
2015-02-18,339900
2015-02-18,575000
2015-02-18,425000
2015-02-18,555000
2015-02-18,589000
2015-02-18,515000
2015-02-18,335000
2015-02-18,655000
2015-02-18,970000
2015-02-18,650000
2015-02-18,440000
2015-02-18,850000
2015-02-18,810000
2015-02-18,412000
2015-02-19,402500
2015-02-19,565000
2015-02-19,523000
2015-02-19,561000
2015-02-19,537000
2015-02-19,439950
2015-02-19,373900
2015-02-19,341000
2015-02-19,673500
2015-02-19,650000
2015-02-19,630000
2015-02-19,740000
2015-02-19,905000
2015-02-19,706000
2015-02-20,687000
2015-02-20,341000
2015-02-20,520000
2015-02-20,515000
2015-02-20,600000
2015-02-20,1250000
2015-02-20,1050000
2015-02-21,1285000
2015-02-21,1140000
2015-02-21,897000
2015-02-21,520000
2015-02-21,320000
2015-02-21,690000
2015-02-21,605000
2015-02-21,715000
2015-02-21,670000
2015-02-21,750000
2015-02-21,925000
2015-02-21,627000
2015-02-21,1195000
2015-02-21,631000
2015-02-21,970000
2015-02-21,970000
2015-02-21,825000
2015-02-21,665000
2015-02-21,475000
2015-02-21,560000
2015-02-21,735000
2015-02-21,775000
2015-02-21,665000
2015-02-21,410000
2015-02-21,778000
2015-02-21,575000
2015-02-21,542500
2015-02-23,230000
2015-02-23,417500
2015-02-23,489950
2015-02-23,335000
2015-02-23,420000
2015-02-23,740000
2015-02-23,473000
2015-02-23,439500
2015-02-23,408000
2015-02-23,615000
2015-02-23,455000
2015-02-23,430000
2015-02-23,297000
2015-02-23,443000
2015-02-23,584950
2015-02-24,555000
2015-02-24,795000
2015-02-24,872000
2015-02-24,555000
2015-02-24,549000
2015-02-24,900000
2015-02-24,525000
2015-02-24,337000
2015-02-24,511250
2015-02-24,610000
2015-02-24,373900
2015-02-25,602500
2015-02-25,354900
2015-02-25,2225000
2015-02-25,543500
2015-02-25,329000
2015-02-25,650000
2015-02-25,632000
2015-02-25,735000
2015-02-25,660000
2015-02-25,542000
2015-02-25,430000
2015-02-25,706050
2015-02-25,491000
2015-02-25,380000
2015-02-25,765000
2015-02-26,455000
2015-02-26,580000
2015-02-26,650000
2015-02-26,1400000
2015-02-26,450000
2015-02-26,400000
2015-02-26,670000
2015-02-26,370000
2015-02-26,373900
2015-02-26,678000
2015-02-26,2000
2015-02-26,500000
2015-02-26,495000
2015-02-26,750000
2015-02-27,575000
2015-02-27,356000
2015-02-27,530000
2015-02-27,810000
2015-02-27,875000
2015-02-27,415000
2015-02-27,765000
2015-02-27,570000
2015-02-27,881000
2015-02-27,540000
2015-02-27,640000
2015-02-27,512500
2015-02-27,690000
2015-02-27,635000
2015-02-27,519000
2015-02-27,475000
2015-02-27,296000
2015-02-27,540200
2015-02-27,541500
2015-02-27,412500
2015-02-27,463000
2015-02-27,425000
2015-02-27,1850000
2015-02-27,1600000
2015-02-27,855000
2015-02-27,555000
2015-02-27,641000
2015-02-27,680000
2015-02-27,1100000
2015-02-27,565000
2015-02-27,1550000
2015-02-28,930000
2015-02-28,685000
2015-02-28,650000
2015-02-28,810000
2015-02-28,408000
2015-02-28,510000
2015-02-28,721000
2015-02-28,507500
2015-02-28,1700000
2015-02-28,590000
2015-02-28,575000
2015-02-28,455000
2015-02-28,521000
2015-02-28,1210000
2015-02-28,545000
2015-02-28,625000
2015-02-28,830000
2015-02-28,490000
2015-02-28,495000
2015-02-28,530000
2015-02-28,780000
2015-02-28,471500
2015-02-28,782000
2015-02-28,880000
2015-02-28,600000
2015-02-28,620000
2015-02-28,806500
2015-02-28,620000
2015-02-28,595000
2015-02-28,1560000
2015-02-28,1130000
2015-02-28,722500
2015-02-28,756000
2015-03-01,650000
2015-03-02,579347
2015-03-02,670000
2015-03-02,430000
2015-03-02,430000
2015-03-02,700000
2015-03-02,620000
2015-03-02,505000
2015-03-03,386000
2015-03-03,820000
2015-03-03,714200
2015-03-03,420000
2015-03-03,230000
2015-03-03,740000
2015-03-03,475000
2015-03-03,484000
2015-03-03,409000
2015-03-03,570000
2015-03-03,530000
2015-03-03,568000
2015-03-03,965000
2015-03-03,440000
2015-03-03,409500
2015-03-03,495000
2015-03-03,445000
2015-03-03,620000
2015-03-03,440000
2015-03-03,415000
2015-03-03,846000
2015-03-03,653000
2015-03-03,580000
2015-03-04,425000
2015-03-04,600000
2015-03-04,705000
2015-03-04,565000
2015-03-04,546000
2015-03-04,395000
2015-03-04,1800000
2015-03-04,550000
2015-03-04,505000
2015-03-04,595000
2015-03-04,560000
2015-03-04,679000
2015-03-04,680000
2015-03-04,810000
2015-03-04,501000
2015-03-04,825000
2015-03-04,562500
2015-03-04,830000
2015-03-04,585000
2015-03-04,562500
2015-03-04,465000
2015-03-05,375000
2015-03-05,900000
2015-03-05,610000
2015-03-05,469000
2015-03-05,570000
2015-03-05,535000
2015-03-05,516500
2015-03-05,549999
2015-03-05,880000
2015-03-05,1105000
2015-03-05,638000
2015-03-05,1050000
2015-03-05,720000
2015-03-05,395000
2015-03-05,857500
2015-03-05,617892
2015-03-05,540000
2015-03-05,690000
2015-03-05,545000
2015-03-05,645000
2015-03-05,770000
2015-03-05,635000
2015-03-06,565000
2015-03-06,860000
2015-03-06,380000
2015-03-06,562000
2015-03-06,579950
2015-03-06,692000
2015-03-06,550000
2015-03-06,440000
2015-03-06,1150000
2015-03-06,693000
2015-03-06,404500
2015-03-06,860000
2015-03-06,565000
2015-03-06,547000
2015-03-06,655000
2015-03-06,480000
2015-03-06,445000
2015-03-06,425000
2015-03-06,540000
2015-03-06,425000
2015-03-06,648000
2015-03-06,485585
2015-03-06,456000
2015-03-06,577000
2015-03-06,455000
2015-03-06,1052914
2015-03-06,1147086
2015-03-07,499950
2015-03-07,720000
2015-03-07,780000
2015-03-07,585000
2015-03-07,680000
2015-03-07,1220000
2015-03-07,1185000
2015-03-07,1450000
2015-03-07,709500
2015-03-07,875000
2015-03-07,761000
2015-03-07,560000
2015-03-09,575000
2015-03-10,610000
2015-03-10,373900
2015-03-10,373900
2015-03-10,530000
2015-03-10,723500
2015-03-10,485000
2015-03-10,425000
2015-03-10,685000
2015-03-10,1210000
2015-03-10,580500
2015-03-10,580626
2015-03-10,668000
2015-03-11,620000
2015-03-11,539000
2015-03-11,470000
2015-03-11,520000
2015-03-11,803000
2015-03-11,490000
2015-03-11,455000
2015-03-11,450000
2015-03-11,635000
2015-03-11,438000
2015-03-11,465000
2015-03-11,545000
2015-03-11,410000
2015-03-11,530000
2015-03-12,427500
2015-03-12,823500
2015-03-12,876500
2015-03-12,475000
2015-03-12,810000
2015-03-12,575000
2015-03-12,1500000
2015-03-12,695000
2015-03-12,464000
2015-03-12,440000
2015-03-12,470000
2015-03-12,387500
2015-03-12,585000
2015-03-12,569950
2015-03-12,200000
2015-03-12,452000
2015-03-12,339900
2015-03-12,584950
2015-03-13,375000
2015-03-13,457500
2015-03-13,420000
2015-03-13,507000
2015-03-13,590000
2015-03-13,700000
2015-03-13,605000
2015-03-13,805000
2015-03-13,790000
2015-03-13,615000
2015-03-13,975000
2015-03-13,485000
2015-03-13,695000
2015-03-13,937000
2015-03-13,750000
2015-03-13,575000
2015-03-13,638500
2015-03-13,690000
2015-03-13,753000
2015-03-13,451000
2015-03-13,675000
2015-03-13,675000
2015-03-13,448000
2015-03-13,2000
2015-03-13,760000
2015-03-13,620000
2015-03-13,585000
2015-03-14,655000
2015-03-14,778000
2015-03-14,495000
2015-03-14,780000
2015-03-14,1110000
2015-03-14,567000
2015-03-14,850000
2015-03-14,660000
2015-03-14,800000
2015-03-14,750000
2015-03-14,525000
2015-03-14,421000
2015-03-14,845000
2015-03-14,769000
2015-03-14,650000
2015-03-14,670000
2015-03-14,726000
2015-03-14,785000
2015-03-14,715000
2015-03-14,505000
2015-03-14,971000
2015-03-14,660000
2015-03-15,820000
2015-03-16,600000
2015-03-16,677500
2015-03-16,380000
2015-03-16,458000
2015-03-16,550000
2015-03-16,492500
2015-03-16,580000
2015-03-16,440000
2015-03-16,750000
2015-03-17,605000
2015-03-17,705000
2015-03-17,401000
2015-03-17,685000
2015-03-17,426000
2015-03-17,630000
2015-03-17,67000
2015-03-17,1210000
2015-03-17,1475000
2015-03-17,655000
2015-03-17,490000
2015-03-17,557000
2015-03-17,650000
2015-03-17,560000
2015-03-17,325000
2015-03-18,680000
2015-03-18,560000
2015-03-18,408000
2015-03-18,567500
2015-03-18,540000
2015-03-18,329900
2015-03-18,596000
2015-03-18,230000
2015-03-18,436000
2015-03-18,770000
2015-03-18,645000
2015-03-18,590000
2015-03-18,1145000
2015-03-18,740000
2015-03-18,490000
2015-03-18,540000
2015-03-18,701000
2015-03-18,601000
2015-03-18,548000
2015-03-18,511000
2015-03-18,445000
2015-03-18,455000
2015-03-18,600000
2015-03-18,217500
2015-03-18,895250
2015-03-18,885000
2015-03-18,817000
2015-03-18,395000
2015-03-18,1065000
2015-03-18,780000
2015-03-19,682000
2015-03-19,373000
2015-03-19,550000
2015-03-19,797500
2015-03-19,830000
2015-03-19,545000
2015-03-19,547500
2015-03-19,1600000
2015-03-19,685000
2015-03-19,1300000
2015-03-19,505000
2015-03-19,570000
2015-03-19,670000
2015-03-20,607500
2015-03-20,671000
2015-03-20,680000
2015-03-20,620000
2015-03-20,650000
2015-03-20,340000
2015-03-20,607000
2015-03-20,440000
2015-03-20,680000
2015-03-20,614950
2015-03-20,527500
2015-03-20,400000
2015-03-20,490000
2015-03-20,605000
2015-03-20,327500
2015-03-20,655000
2015-03-20,680000
2015-03-20,810200
2015-03-20,690000
2015-03-20,783000
2015-03-20,2000
2015-03-20,625000
2015-03-21,492500
2015-03-21,532500
2015-03-21,716000
2015-03-21,820000
2015-03-21,665000
2015-03-21,852000
2015-03-21,895000
2015-03-21,920000
2015-03-21,690000
2015-03-21,1100000
2015-03-21,750000
2015-03-21,610000
2015-03-21,1360000
2015-03-21,690000
2015-03-21,680000
2015-03-21,951000
2015-03-21,550000
2015-03-21,570000
2015-03-23,735000
2015-03-23,370000
2015-03-23,465000
2015-03-23,500000
2015-03-23,540000
2015-03-23,870000
2015-03-23,561000
2015-03-23,535000
2015-03-24,509950
2015-03-24,605000
2015-03-24,580000
2015-03-24,711000
2015-03-24,607000
2015-03-24,451000
2015-03-24,500000
2015-03-24,516000
2015-03-24,2150000
2015-03-25,400000
2015-03-25,1050000
2015-03-25,452000
2015-03-25,372500
2015-03-25,750000
2015-03-25,785000
2015-03-25,515000
2015-03-25,950000
2015-03-25,730000
2015-03-25,340900
2015-03-25,438000
2015-03-25,445000
2015-03-25,547500
2015-03-25,486800
2015-03-25,442000
2015-03-26,830000
2015-03-26,568000
2015-03-26,1260000
2015-03-26,700000
2015-03-26,489000
2015-03-26,565000
2015-03-26,465000
2015-03-26,530000
2015-03-26,437000
2015-03-26,425000
2015-03-26,721700
2015-03-27,750000
2015-03-27,457500
2015-03-27,590000
2015-03-27,735000
2015-03-27,495000
2015-03-27,525000
2015-03-27,355000
2015-03-27,565000
2015-03-27,640000
2015-03-27,615000
2015-03-27,620000
2015-03-27,515000
2015-03-27,925000
2015-03-28,497000
2015-03-28,572000
2015-03-28,440000
2015-03-28,1131000
2015-03-28,659000
2015-03-28,500000
2015-03-28,701000
2015-03-28,1017500
2015-03-28,845000
2015-03-28,590000
2015-03-28,867000
2015-03-28,600000
2015-03-28,881000
2015-03-28,620000
2015-03-28,875000
2015-03-28,841000
2015-03-28,450000
2015-03-28,960000
2015-03-28,490000
2015-03-28,650000
2015-03-29,491500
2015-03-30,562000
2015-03-30,570000
2015-03-30,468000
2015-03-30,611000
2015-03-30,650000
2015-03-30,418000
2015-03-30,825000
2015-03-30,725000
2015-03-30,430000
2015-03-30,360000
2015-03-30,317000
2015-03-30,555000
2015-03-30,502500
2015-03-30,330900
2015-03-30,370000
2015-03-30,440000
2015-03-30,315000
2015-03-31,420000
2015-03-31,730000
2015-03-31,637000
2015-03-31,608000
2015-03-31,997000
2015-03-31,990000
2015-03-31,612000
2015-03-31,541000
2015-03-31,285000
2015-03-31,580000
2015-03-31,612500
2015-03-31,489950
2015-03-31,1230000
2015-03-31,558000
2015-03-31,700000
2015-03-31,232666
2015-03-31,615000
2015-03-31,685000
2015-03-31,445000
2015-03-31,458000
2015-03-31,517200
2015-03-31,345000
2015-03-31,595000
2015-04-01,1155000
2015-04-01,482000
2015-04-01,493000
2015-04-01,667500
2015-04-01,690000
2015-04-01,560000
2015-04-01,740000
2015-04-01,722000
2015-04-01,440000
2015-04-01,440000
2015-04-01,585000
2015-04-01,1600000
2015-04-01,605000
2015-04-01,652000
2015-04-01,960000
2015-04-01,725000
2015-04-01,1040000
2015-04-01,775000
2015-04-01,818000
2015-04-01,461000
2015-04-01,1000000
2015-04-01,640000
2015-04-01,540000
2015-04-01,478000
2015-04-01,780000
2015-04-02,945000
2015-04-02,762000
2015-04-02,970000
2015-04-02,645000
2015-04-02,617500
2015-04-02,650000
2015-04-02,485000
2015-04-02,361000
2015-04-02,351500
2015-04-02,195000
2015-04-02,1675000
2015-04-02,580000
2015-04-02,1800000
2015-04-02,480000
2015-04-02,1500000
2015-04-02,630000
2015-04-02,395000
2015-04-02,380000
2015-04-02,500000
2015-04-02,570000
2015-04-02,667000
2015-04-02,510000
2015-04-02,740000
2015-04-02,435000
2015-04-02,610000
2015-04-02,532000
2015-04-02,368000
2015-04-06,500000
2015-04-07,585000
2015-04-07,620000
2015-04-07,590000
2015-04-07,605500
2015-04-07,410150
2015-04-08,667000
2015-04-08,1075000
2015-04-08,584950
2015-04-08,770000
2015-04-08,797000
2015-04-08,740000
2015-04-08,855000
2015-04-08,580000
2015-04-08,600000
2015-04-08,566000
2015-04-08,368000
2015-04-08,649500
2015-04-09,350000
2015-04-09,510000
2015-04-09,1900000
2015-04-09,530000
2015-04-09,548000
2015-04-09,847000
2015-04-09,645000
2015-04-09,605000
2015-04-09,720000
2015-04-09,630000
2015-04-09,367500
2015-04-09,595000
2015-04-10,445000
2015-04-10,561000
2015-04-10,675000
2015-04-10,440000
2015-04-10,445000
2015-04-10,400000
2015-04-10,325000
2015-04-10,470000
2015-04-10,640000
2015-04-10,18000
2015-04-10,390000
2015-04-10,385000
2015-04-10,845000
2015-04-10,740000
2015-04-10,645000
2015-04-10,482500
2015-04-10,1500000
2015-04-11,438000
2015-04-11,1125000
2015-04-11,735000
2015-04-11,583000
2015-04-11,786000
2015-04-11,1060000
2015-04-11,655000
2015-04-11,1105000
2015-04-11,1025000
2015-04-11,580000
2015-04-11,553500
2015-04-11,580000
2015-04-11,765000
2015-04-11,552500
2015-04-11,765000
2015-04-11,450000
2015-04-11,492000
2015-04-11,690000
2015-04-11,885000
2015-04-13,590000
2015-04-13,599950
2015-04-13,725000
2015-04-13,610000
2015-04-13,445000
2015-04-13,2000
2015-04-13,680000
2015-04-13,481500
2015-04-13,975000
2015-04-13,600000
2015-04-14,397000
2015-04-14,490000
2015-04-14,750000
2015-04-14,670000
2015-04-14,599000
2015-04-14,625000
2015-04-14,705000
2015-04-14,400000
2015-04-14,491000
2015-04-14,373900
2015-04-14,456500
2015-04-14,665000
2015-04-14,588000
2015-04-14,698000
2015-04-14,445000
2015-04-14,1100000
2015-04-14,460000
2015-04-15,612000
2015-04-15,225000
2015-04-15,452000
2015-04-15,580000
2015-04-15,569000
2015-04-15,545000
2015-04-15,650500
2015-04-15,418000
2015-04-15,408000
2015-04-15,425000
2015-04-15,461000
2015-04-15,855000
2015-04-15,382000
2015-04-15,550000
2015-04-15,412000
2015-04-15,478000
2015-04-15,640000
2015-04-15,294500
2015-04-15,463000
2015-04-16,695000
2015-04-16,415000
2015-04-16,1675000
2015-04-16,235000
2015-04-16,535000
2015-04-16,941000
2015-04-16,670000
2015-04-16,1240000
2015-04-16,355500
2015-04-16,590000
2015-04-16,560000
2015-04-16,520000
2015-04-16,730000
2015-04-16,560000
2015-04-16,527500
2015-04-17,717500
2015-04-17,520000
2015-04-17,297000
2015-04-17,580000
2015-04-17,865000
2015-04-17,431000
2015-04-17,420000
2015-04-17,820000
2015-04-17,640000
2015-04-17,504000
2015-04-17,765000
2015-04-17,493000
2015-04-17,509950
2015-04-17,565000
2015-04-17,480000
2015-04-17,410000
2015-04-17,520000
2015-04-17,397500
2015-04-17,620000
2015-04-18,493000
2015-04-18,875000
2015-04-18,455000
2015-04-18,1080000
2015-04-18,575000
2015-04-18,537500
2015-04-18,902000
2015-04-18,1001000
2015-04-18,445000
2015-04-18,750000
2015-04-18,685000
2015-04-18,600000
2015-04-18,540000
2015-04-18,865000
2015-04-18,741000
2015-04-18,425000
2015-04-18,626000
2015-04-18,1480000
2015-04-20,740000
2015-04-20,401000
2015-04-20,785000
2015-04-20,530000
2015-04-20,640000
2015-04-20,434900
2015-04-20,420700
2015-04-20,600000
2015-04-20,285000
2015-04-20,650000
2015-04-20,715000
2015-04-20,645500
2015-04-20,770000
2015-04-20,510000
2015-04-20,195000
2015-04-20,726500
2015-04-20,671001
2015-04-20,230000
2015-04-20,195000
2015-04-21,560000
2015-04-21,630000
2015-04-21,410000
2015-04-21,399000
2015-04-21,650000
2015-04-21,635000
2015-04-21,526000
2015-04-21,649000
2015-04-21,750000
2015-04-21,750000
2015-04-21,465000
2015-04-22,425000
2015-04-22,420000
2015-04-22,935000
2015-04-22,195000
2015-04-22,625000
2015-04-22,410000
2015-04-22,447500
2015-04-22,410000
2015-04-22,810000
2015-04-22,627500
2015-04-22,800000
2015-04-22,200000
2015-04-22,535000
2015-04-22,235000
2015-04-23,444000
2015-04-23,587500
2015-04-23,480000
2015-04-23,868000
2015-04-23,375000
2015-04-23,570000
2015-04-23,705500
2015-04-23,510000
2015-04-23,470000
2015-04-23,730000
2015-04-23,599950
2015-04-23,406000
2015-04-23,625000
2015-04-23,250000
2015-04-23,245000
2015-04-23,550000
2015-04-23,830000
2015-04-24,480000
2015-04-24,995000
2015-04-24,830000
2015-04-24,333000
2015-04-24,475000
2015-04-24,630000
2015-04-24,705000
2015-04-24,300000
2015-04-24,230000
2015-04-24,792500
2015-04-24,325000
2015-04-24,500000
2015-04-24,646000
2015-04-24,1400000
2015-04-24,448000
2015-04-24,266000
2015-04-24,537000
2015-04-24,402350
2015-04-25,740000
2015-04-25,230000
2015-04-26,610000
2015-04-26,837000
2015-04-26,440000
2015-04-27,590000
2015-04-27,505000
2015-04-27,682000
2015-04-27,525000
2015-04-27,670000
2015-04-27,330000
2015-04-27,695000
2015-04-27,509950
2015-04-27,270000
2015-04-27,485000
2015-04-28,235000
2015-04-28,565000
2015-04-28,1000000
2015-04-28,765000
2015-04-28,489000
2015-04-28,580000
2015-04-28,327000
2015-04-28,56000
2015-04-28,755000
2015-04-28,435500
2015-04-28,890000
2015-04-28,205000
2015-04-28,480000
2015-04-28,365000
2015-04-28,275000
2015-04-29,235000
2015-04-29,205000
2015-04-29,575000
2015-04-29,572000
2015-04-29,720000
2015-04-29,235000
2015-04-29,446750
2015-04-29,450000
2015-04-29,680000
2015-04-29,1177500
2015-04-29,790000
2015-04-29,235000
2015-04-29,235000
2015-04-29,770300
2015-04-29,785000
2015-04-29,465000
2015-04-29,525000
2015-04-30,635000
2015-04-30,755800
2015-04-30,549999
2015-04-30,545000
2015-04-30,725000
2015-04-30,660000
2015-04-30,620000
2015-04-30,470000
2015-04-30,667500
2015-04-30,565000
2015-04-30,525000
2015-04-30,480000
2015-04-30,559000
2015-04-30,490000
2015-05-01,540000
2015-05-01,440000
2015-05-01,918000
2015-05-01,935000
2015-05-01,25000
2015-05-01,780000
2015-05-01,454000
2015-05-01,420000
2015-05-01,620000
2015-05-01,470000
2015-05-01,735000
2015-05-02,1120000
2015-05-02,890000
2015-05-02,522500
2015-05-02,455000
2015-05-02,1280000
2015-05-02,938000
2015-05-02,1670000
2015-05-02,1320000
2015-05-02,655000
2015-05-02,1100000
2015-05-02,472500
2015-05-02,670000
2015-05-02,430000
2015-05-02,487500
2015-05-02,650000
2015-05-02,1150000
2015-05-02,510000
2015-05-02,585000
2015-05-02,970000
2015-05-02,880000
2015-05-02,607000
2015-05-02,520000
2015-05-02,1020000
2015-05-02,425000
2015-05-02,575000
2015-05-03,650000
2015-05-04,885000
2015-05-04,687000
2015-05-04,517000
2015-05-04,530000
2015-05-04,684500
2015-05-04,655000
2015-05-04,580000
2015-05-04,1025000
2015-05-04,858000
2015-05-04,710000
2015-05-04,670000
2015-05-04,390000
2015-05-04,45000
2015-05-04,620000
2015-05-05,840000
2015-05-05,580000
2015-05-05,470000
2015-05-05,650000
2015-05-05,1665000
2015-05-05,383333
2015-05-05,475000
2015-05-05,810000
2015-05-05,546000
2015-05-05,300000
2015-05-06,480000
2015-05-06,590000
2015-05-06,57000
2015-05-06,470000
2015-05-06,468000
2015-05-06,665000
2015-05-06,535000
2015-05-06,750000
2015-05-06,850000
2015-05-06,600000
2015-05-06,39000
2015-05-06,493500
2015-05-06,1410000
2015-05-06,697000
2015-05-06,132000
2015-05-06,665000
2015-05-06,850000
2015-05-07,850000
2015-05-07,455000
