suburb,date,price
Reid,2017-04-08,1390000
McKellar,2017-04-08,860000
Spence,2017-04-08,495000
O'Connor,2017-04-08,1150000
Pearce,2017-04-08,900000
Isaacs,2017-04-08,945000
Gordon,2017-04-08,700000
Macquarie,2017-04-08,765000
Theodore,2017-04-08,560500
Narrabundah,2017-04-08,1150000
Narrabundah,2017-04-08,967500
Waramanga,2017-04-08,751000
Spence,2017-04-08,578000
Banks,2017-04-08,710000
Crace,2017-04-08,758000
Rivett,2017-04-08,680000
Deakin,2017-04-08,950000
Griffith,2017-04-08,1400000
Griffith,2017-04-08,1360000
Pearce,2017-04-08,670000
Melba,2017-04-08,575000
Forrest,2017-04-08,2570000
Rivett,2017-04-08,561000
Curtin,2017-04-08,890000
Casey,2017-04-08,674000
Red Hill,2017-04-08,963000
Kaleen,2017-04-08,710000
Pearce,2017-04-08,835000
Bruce,2017-04-08,1430000
Fisher,2017-04-08,656000
Stirling,2017-04-08,765000
Kaleen,2017-04-08,680000
Higgins,2017-04-08,435000
Page,2017-04-08,592000
Bonner,2017-04-08,910000
Fisher,2017-04-08,631000
Theodore,2017-04-08,710000
Florey,2017-04-08,803000
Yarralumla,2017-04-09,1400000
Lawson,2017-04-10,537500
Mawson,2017-04-10,400000
Holt,2017-04-10,517000
Theodore,2017-04-10,475000
Moncrieff,2017-04-10,365000
Chapman,2017-04-10,1100000
Forde,2017-04-10,850000
Franklin,2017-04-10,495000
Forde,2017-04-10,620000
Crace,2017-04-11,545000
Ngunnawal,2017-04-11,620000
Wanniassa,2017-04-11,600000
Downer,2017-04-11,844000
Calwell,2017-04-11,540000
Lyneham,2017-04-11,1205000
Rivett,2017-04-11,513000
O'Connor,2017-04-11,2250000
Amaroo,2017-04-11,650000
Moncrieff,2017-04-11,330000
Bonner,2017-04-11,770000
Moncrieff,2017-04-11,361000
Rivett,2017-04-11,400000
Isaacs,2017-04-11,742000
Palmerston,2017-04-11,685000
Bruce,2017-04-12,885000
Dickson,2017-04-12,905000
Fisher,2017-04-12,785000
Moncrieff,2017-04-12,655000
Nicholls,2017-04-12,760000
Ngunnawal,2017-04-12,605000
Narrabundah,2017-04-12,940000
Moncrieff,2017-04-12,382000
Downer,2017-04-12,810000
Lyons,2017-04-12,730000
Watson,2017-04-12,820000
Franklin,2017-04-12,877000
Evatt,2017-04-12,683000
Holt,2017-04-12,242000
Crace,2017-04-12,1100000
Holt,2017-04-12,492000
Rivett,2017-04-12,445000
Yarralumla,2017-04-12,2485000
Throsby,2017-04-12,275000
Amaroo,2017-04-12,745000
O'Connor,2017-04-12,1925000
Monash,2017-04-12,588000
Deakin,2017-04-12,982000
Ngunnawal,2017-04-12,670000
Monash,2017-04-12,765000
Ainslie,2017-04-12,1476000
Ngunnawal,2017-04-12,575000
Dickson,2017-04-13,900000
Kaleen,2017-04-13,605000
Wanniassa,2017-04-13,615000
Forde,2017-04-13,577500
Latham,2017-04-13,520000
Bonython,2017-04-13,690000
Dickson,2017-04-13,900000
Banks,2017-04-13,970000
Flynn,2017-04-13,582500
Crace,2017-04-13,910000
Pearce,2017-04-13,701000
Spence,2017-04-13,582000
Macarthur,2017-04-13,860000
Page,2017-04-13,680000
Dunlop,2017-04-13,571000
Crace,2017-04-13,460000
Throsby,2017-04-13,420000
Waramanga,2017-04-13,650000
Kambah,2017-04-13,550000
Kambah,2017-04-13,875000
Bonython,2017-04-13,680000
Banks,2017-04-13,545000
Chapman,2017-04-13,1150000
Theodore,2017-04-13,535000
Denman Prospect,2017-04-18,445000
Richardson,2017-04-18,480000
Harrison,2017-04-18,775000
Moncrieff,2017-04-18,750000
Waramanga,2017-04-18,550000
Kaleen,2017-04-18,648000
Charnwood,2017-04-18,420000
Harrison,2017-04-18,450000
Giralang,2017-04-18,587559
Conder,2017-04-18,595000
Dunlop,2017-04-18,660000
Amaroo,2017-04-19,465000
Monash,2017-04-19,705000
Kambah,2017-04-19,932500
Casey,2017-04-19,665000
Casey,2017-04-19,710000
Wanniassa,2017-04-19,657500
Moncrieff,2017-04-19,650000
Moncrieff,2017-04-19,516000
Kaleen,2017-04-19,1060000
Bonner,2017-04-19,771000
Gilmore,2017-04-19,475000
Denman Prospect,2017-04-19,600000
Palmerston,2017-04-19,535000
Crace,2017-04-19,528500
Ainslie,2017-04-19,810000
Bonner,2017-04-19,730000
Holt,2017-04-19,365001
Wanniassa,2017-04-20,260000
Rivett,2017-04-20,730000
Calwell,2017-04-20,520000
Dunlop,2017-04-20,700000
Turner,2017-04-20,1158840
Turner,2017-04-20,1420800
Charnwood,2017-04-20,605000
Lyons,2017-04-20,875000
Ngunnawal,2017-04-20,404500
Turner,2017-04-20,1312760
Moncrieff,2017-04-20,580000
Charnwood,2017-04-20,452500
Gilmore,2017-04-20,535000
Nicholls,2017-04-20,1311100
Ngunnawal,2017-04-20,470000
Turner,2017-04-20,1329040
Griffith,2017-04-21,1780000
Fadden,2017-04-21,700000
Ngunnawal,2017-04-21,520000
Spence,2017-04-21,480000
Conder,2017-04-21,577750
Holder,2017-04-21,150000
Flynn,2017-04-21,590000
Franklin,2017-04-21,671000
Wanniassa,2017-04-21,580000
Wright,2017-04-21,500000
Conder,2017-04-21,460000
Ngunnawal,2017-04-22,460000
Charnwood,2017-04-22,476000
Gordon,2017-04-22,726000
Harrison,2017-04-22,667500
Yarralumla,2017-04-22,1870000
Holt,2017-04-22,640000
Wanniassa,2017-04-22,645000
Watson,2017-04-22,855000
Theodore,2017-04-22,615000
Kaleen,2017-04-22,975000
Gordon,2017-04-22,510000
Wanniassa,2017-04-22,550000
Kaleen,2017-04-22,620000
Greenway,2017-04-22,550000
Page,2017-04-22,700000
Scullin,2017-04-22,672500
Waramanga,2017-04-22,555000
Torrens,2017-04-22,710000
Spence,2017-04-22,615000
Dunlop,2017-04-22,630000
Chisholm,2017-04-23,505000
Gilmore,2017-04-24,242500
Waramanga,2017-04-24,540000
Monash,2017-04-24,586500
Macarthur,2017-04-24,785000
Chapman,2017-04-24,750000
Kambah,2017-04-24,540000
Scullin,2017-04-24,506000
Curtin,2017-04-24,925000
Kambah,2017-04-26,499500
Wanniassa,2017-04-26,455000
Moncrieff,2017-04-26,532000
Coombs,2017-04-26,870000
Narrabundah,2017-04-26,890000
Ngunnawal,2017-04-26,540000
Moncrieff,2017-04-26,380000
Kambah,2017-04-26,592000
Watson,2017-04-26,700000
Ngunnawal,2017-04-26,730000
Latham,2017-04-26,410000
Moncrieff,2017-04-26,885000
Deakin,2017-04-26,770000
Denman Prospect,2017-04-26,440000
Gungahlin,2017-04-26,746000
Scullin,2017-04-26,380000
Calwell,2017-04-27,535000
Kambah,2017-04-27,780000
Amaroo,2017-04-27,567200
Kaleen,2017-04-27,650000
Moncrieff,2017-04-27,532500
Calwell,2017-04-27,625000
Isaacs,2017-04-27,942500
Fraser,2017-04-27,470000
Kambah,2017-04-27,960000
Harrison,2017-04-27,680000
Gowrie,2017-04-27,705000
Isabella Plains,2017-04-27,586000
Moncrieff,2017-04-27,747000
Ngunnawal,2017-04-27,370000
Ngunnawal,2017-04-28,386000
Moncrieff,2017-04-28,380000
Kambah,2017-04-28,545000
Holder,2017-04-28,745000
Fraser,2017-04-28,700000
Ngunnawal,2017-04-28,431000
Yarralumla,2017-04-28,3350000
Gilmore,2017-04-28,615000
Moncrieff,2017-04-28,516000
Page,2017-04-28,455000
Moncrieff,2017-04-28,360000
Wright,2017-04-28,915000
Farrer,2017-04-28,890000
Kaleen,2017-04-28,650000
Ngunnawal,2017-04-29,490000
Macquarie,2017-04-29,626000
Chapman,2017-04-29,735000
Ainslie,2017-04-29,1375000
Franklin,2017-04-29,910000
Cook,2017-04-29,793000
Crace,2017-04-29,727000
Cook,2017-04-29,795000
Dunlop,2017-04-29,600000
Aranda,2017-04-29,781000
Gordon,2017-04-29,820000
Kambah,2017-04-29,516000
Kambah,2017-04-29,1300000
Aranda,2017-04-29,1120000
Pearce,2017-04-29,1360000
Latham,2017-04-29,590000
Holder,2017-04-29,590000
Evatt,2017-04-29,630000
Duffy,2017-04-29,920000
Hughes,2017-04-29,1027500
Curtin,2017-04-29,1015000
Flynn,2017-04-29,575000
Pearce,2017-04-29,710000
Red Hill,2017-04-29,2040000
Griffith,2017-04-29,1440000
Charnwood,2017-04-30,398000
Fadden,2017-05-01,680000
Curtin,2017-05-01,770000
Crace,2017-05-01,465000
Gowrie,2017-05-01,677500
Dunlop,2017-05-01,540000
Theodore,2017-05-01,455100
Isabella Plains,2017-05-01,445000
Calwell,2017-05-01,527500
Ngunnawal,2017-05-01,405000
Rivett,2017-05-01,497500
Downer,2017-05-01,795000
Griffith,2017-05-01,1870000
Calwell,2017-05-01,540000
Wanniassa,2017-05-02,740000
Kambah,2017-05-02,531100
Theodore,2017-05-02,555000
Campbell,2017-05-02,1100000
Chisholm,2017-05-02,650000
Forde,2017-05-02,935000
Watson,2017-05-02,163608
Bonython,2017-05-02,650000
Calwell,2017-05-03,525000
Crace,2017-05-03,555000
Crace,2017-05-03,761000
Wanniassa,2017-05-03,542000
Narrabundah,2017-05-03,720000
Harrison,2017-05-03,1080000
Dunlop,2017-05-03,650000
Fadden,2017-05-03,590000
Moncrieff,2017-05-03,700000
Bonner,2017-05-03,55000
Kambah,2017-05-03,687800
Weetangera,2017-05-04,900000
Gilmore,2017-05-04,610000
Giralang,2017-05-04,521000
Scullin,2017-05-04,430000
Lawson,2017-05-04,535000
Dunlop,2017-05-04,565000
Chapman,2017-05-04,730000
Evatt,2017-05-04,520000
Bonner,2017-05-04,515000
Macquarie,2017-05-04,676000
Forde,2017-05-04,803000
Chifley,2017-05-04,1200000
Duffy,2017-05-04,620500
McKellar,2017-05-04,800000
Wanniassa,2017-05-04,580000
Moncrieff,2017-05-04,377500
Nicholls,2017-05-04,691000
Turner,2017-05-04,2160000
Denman Prospect,2017-05-04,365000
Nicholls,2017-05-04,980500
Kaleen,2017-05-04,692000
Coombs,2017-05-04,950000
Denman Prospect,2017-05-05,495000
Forde,2017-05-05,887500
Calwell,2017-05-05,628000
Chapman,2017-05-05,1336265
Casey,2017-05-05,565000
Kambah,2017-05-05,472500
Harrison,2017-05-05,883000
O'Connor,2017-05-05,1090000
Dunlop,2017-05-05,445000
Ngunnawal,2017-05-05,485900
Evatt,2017-05-05,545000
Campbell,2017-05-05,850000
Garran,2017-05-05,825000
Bonner,2017-05-05,775000
Moncrieff,2017-05-05,238000
Hughes,2017-05-05,820000
Gowrie,2017-05-05,605000
Kaleen,2017-05-06,635000
Ngunnawal,2017-05-06,840000
Kaleen,2017-05-06,640000
Evatt,2017-05-06,480000
Kambah,2017-05-06,55500
Cook,2017-05-06,720000
Calwell,2017-05-06,650000
Bonner,2017-05-06,665000
Page,2017-05-06,685000
Narrabundah,2017-05-06,710000
Stirling,2017-05-06,605000
Lyons,2017-05-06,835000
Curtin,2017-05-06,880000
Coombs,2017-05-06,535000
Amaroo,2017-05-06,1400000
Bonner,2017-05-08,395000
Moncrieff,2017-05-08,382000
Throsby,2017-05-08,340000
Waramanga,2017-05-08,330000
Palmerston,2017-05-08,835000
Griffith,2017-05-08,1120000
Duffy,2017-05-08,600000
Gordon,2017-05-08,648000
Narrabundah,2017-05-08,690000
Bonner,2017-05-08,535000
Lyons,2017-05-08,715000
Gilmore,2017-05-08,525000
Gowrie,2017-05-08,512000
Duffy,2017-05-08,887760
Amaroo,2017-05-08,793000
Fadden,2017-05-08,775000
Curtin,2017-05-08,930000
Garran,2017-05-08,800000
Giralang,2017-05-08,640000
Holder,2017-05-08,596000
Kambah,2017-05-09,935000
Gilmore,2017-05-09,462500
Forde,2017-05-09,900000
Moncrieff,2017-05-09,380000
Dunlop,2017-05-09,590000
Stirling,2017-05-09,580000
Palmerston,2017-05-09,438000
Dunlop,2017-05-09,690000
O'Connor,2017-05-09,1038000
Narrabundah,2017-05-09,750000
Macarthur,2017-05-09,815000
Fisher,2017-05-09,695000
Richardson,2017-05-10,520000
Giralang,2017-05-10,761500
Kaleen,2017-05-10,716000
Yarralumla,2017-05-10,1550000
Coombs,2017-05-10,24000
Nicholls,2017-05-10,700000
Bonython,2017-05-10,722500
Chisholm,2017-05-10,563500
Moncrieff,2017-05-10,650000
Fisher,2017-05-10,635000
Cook,2017-05-10,692000
Throsby,2017-05-11,440000
Casey,2017-05-11,570700
Throsby,2017-05-11,445000
Dunlop,2017-05-11,517500
Lyons,2017-05-11,780000
Throsby,2017-05-11,430000
Gilmore,2017-05-11,505000
Torrens,2017-05-11,665000
Throsby,2017-05-11,405000
Gordon,2017-05-11,645000
Throsby,2017-05-11,440000
Waramanga,2017-05-11,620000
Holt,2017-05-11,410000
Bonython,2017-05-11,460000
Kambah,2017-05-11,267500
Palmerston,2017-05-11,833000
Calwell,2017-05-12,585000
Gordon,2017-05-12,242500
Gungahlin,2017-05-12,704000
Forde,2017-05-12,905000
Gowrie,2017-05-12,695000
Calwell,2017-05-12,550000
Campbell,2017-05-12,1236500
Latham,2017-05-12,530000
Moncrieff,2017-05-12,385000
Banks,2017-05-12,710000
Giralang,2017-05-12,795000
Moncrieff,2017-05-12,775000
Ainslie,2017-05-12,1040000
Latham,2017-05-12,505000
Moncrieff,2017-05-12,670000
Red Hill,2017-05-13,1100000
Kambah,2017-05-13,735000
Florey,2017-05-13,695000
Farrer,2017-05-13,1017000
Campbell,2017-05-13,1170000
Macarthur,2017-05-13,615000
Giralang,2017-05-13,590000
Ngunnawal,2017-05-13,567000
Aranda,2017-05-13,850000
Deakin,2017-05-13,1210000
Calwell,2017-05-13,745000
Watson,2017-05-13,745000
Narrabundah,2017-05-13,845000
Oxley,2017-05-13,585000
Watson,2017-05-13,879000
Page,2017-05-13,563000
Kaleen,2017-05-13,695000
Holt,2017-05-13,236500
Cook,2017-05-13,834000
Curtin,2017-05-13,1425000
McKellar,2017-05-13,950000
Mawson,2017-05-13,772500
Forde,2017-05-13,738000
Calwell,2017-05-13,600000
Forde,2017-05-13,606000
Evatt,2017-05-13,635000
Curtin,2017-05-13,760000
Duffy,2017-05-13,870000
Deakin,2017-05-13,1694000
Lyons,2017-05-13,650000
Kingston,2017-05-13,1250000
Conder,2017-05-13,520000
Monash,2017-05-13,730000
Hackett,2017-05-15,800000
Bonner,2017-05-15,355000
Reid,2017-05-15,1200000
Red Hill,2017-05-15,1403000
Bruce,2017-05-15,790000
Chifley,2017-05-15,570000
Narrabundah,2017-05-15,600000
Lyons,2017-05-15,720000
Ngunnawal,2017-05-15,502503
Ainslie,2017-05-15,1150000
Higgins,2017-05-15,440000
Griffith,2017-05-15,1905000
Lyons,2017-05-15,757000
Moncrieff,2017-05-15,785000
Kambah,2017-05-15,660000
Hawker,2017-05-15,820000
Throsby,2017-05-16,400000
Latham,2017-05-16,585000
Throsby,2017-05-16,435000
Ngunnawal,2017-05-16,730000
Latham,2017-05-16,565000
Palmerston,2017-05-16,547000
Bonner,2017-05-16,483658
Ainslie,2017-05-16,825000
Ngunnawal,2017-05-16,475500
Moncrieff,2017-05-16,356000
Charnwood,2017-05-17,560000
Latham,2017-05-17,435000
Hackett,2017-05-17,705000
Gordon,2017-05-17,765000
Nicholls,2017-05-17,605000
Isaacs,2017-05-17,940000
Narrabundah,2017-05-17,890000
Lyons,2017-05-17,470000
Holt,2017-05-17,352500
Griffith,2017-05-17,1625000
Latham,2017-05-17,560000
Farrer,2017-05-17,730000
Holder,2017-05-17,577000
Griffith,2017-05-17,1400000
Ainslie,2017-05-17,650000
Ainslie,2017-05-17,810000
Rivett,2017-05-17,740000
Isabella Plains,2017-05-17,516000
Torrens,2017-05-17,730000
Farrer,2017-05-17,660000
Hackett,2017-05-17,845000
Bonython,2017-05-17,620000
Garran,2017-05-17,960000
Throsby,2017-05-18,399000
Lyons,2017-05-18,575000
Dunlop,2017-05-18,490000
Dickson,2017-05-18,952500
Denman Prospect,2017-05-18,530000
Gilmore,2017-05-18,532500
Mawson,2017-05-18,710000
Stirling,2017-05-18,620000
Denman Prospect,2017-05-18,540000
Macarthur,2017-05-18,715000
O'Connor,2017-05-18,1470000
Page,2017-05-18,540000
Kaleen,2017-05-18,650000
Watson,2017-05-18,415000
Kaleen,2017-05-18,660000
Bonner,2017-05-18,451000
Bonner,2017-05-18,433000
Throsby,2017-05-18,576150
Dickson,2017-05-18,1027500
Harrison,2017-05-18,735000
Farrer,2017-05-18,839200
Rivett,2017-05-19,687500
Harrison,2017-05-19,695000
Curtin,2017-05-19,810000
Curtin,2017-05-19,835000
Farrer,2017-05-19,685000
Waramanga,2017-05-19,545000
Bonner,2017-05-19,855000
Farrer,2017-05-19,767000
Farrer,2017-05-19,875000
Casey,2017-05-19,1250000
Amaroo,2017-05-19,601000
Farrer,2017-05-19,700000
Richardson,2017-05-19,477000
Watson,2017-05-19,670000
Lawson,2017-05-19,550000
Watson,2017-05-19,881000
Page,2017-05-19,688000
Watson,2017-05-19,405000
Flynn,2017-05-19,618000
Gordon,2017-05-19,700000
Aranda,2017-05-19,886000
Casey,2017-05-19,505000
Denman Prospect,2017-05-19,570000
Curtin,2017-05-19,690000
Curtin,2017-05-19,710000
Curtin,2017-05-19,760000
Curtin,2017-05-19,911000
Lyons,2017-05-19,810000
Curtin,2017-05-19,760000
Curtin,2017-05-19,855000
Ngunnawal,2017-05-19,636000
Waramanga,2017-05-19,533000
Harrison,2017-05-20,672000
Curtin,2017-05-20,790000
Evatt,2017-05-20,936000
O'Connor,2017-05-20,865000
Kaleen,2017-05-20,725000
Wright,2017-05-20,838000
Narrabundah,2017-05-20,880000
Ngunnawal,2017-05-20,635000
Narrabundah,2017-05-20,945000
Ngunnawal,2017-05-20,680000
Monash,2017-05-20,687000
Flynn,2017-05-20,560000
Harrison,2017-05-20,790000
Chifley,2017-05-20,715000
Flynn,2017-05-20,660000
Kambah,2017-05-20,549000
Evatt,2017-05-20,681000
Pearce,2017-05-20,1055000
Crace,2017-05-20,1257000
Fadden,2017-05-20,732000
Red Hill,2017-05-20,1541000
Red Hill,2017-05-20,1450000
Fadden,2017-05-20,872500
Campbell,2017-05-20,1275000
O'Connor,2017-05-20,1197000
Gungahlin,2017-05-20,776100
Higgins,2017-05-20,565000
Campbell,2017-05-20,1305000
Fraser,2017-05-20,670000
Curtin,2017-05-20,696000
Holt,2017-05-20,505000
Ngunnawal,2017-05-21,630000
Kambah,2017-05-22,585000
Gungahlin,2017-05-22,465000
Moncrieff,2017-05-22,245000
Giralang,2017-05-22,470000
Lyons,2017-05-22,623000
Evatt,2017-05-22,430000
Lyons,2017-05-22,670000
Lyons,2017-05-22,670000
Throsby,2017-05-22,275000
Wanniassa,2017-05-22,550000
Ngunnawal,2017-05-22,1110000
Lyons,2017-05-22,615000
Flynn,2017-05-22,525000
Curtin,2017-05-22,867500
Chisholm,2017-05-22,145000
Garran,2017-05-22,950000
Flynn,2017-05-22,446500
Evatt,2017-05-22,570000
Garran,2017-05-22,900000
Denman Prospect,2017-05-22,435000
Waramanga,2017-05-22,600000
Gowrie,2017-05-22,693000
Coombs,2017-05-22,792000
Griffith,2017-05-22,1150000
Flynn,2017-05-22,668000
Curtin,2017-05-22,867500
Curtin,2017-05-22,867500
Curtin,2017-05-22,867500
Harrison,2017-05-22,690000
Casey,2017-05-23,467500
Crace,2017-05-23,865000
Hackett,2017-05-23,550000
Casey,2017-05-23,825000
Chifley,2017-05-23,820000
Evatt,2017-05-23,418000
Garran,2017-05-23,870000
Aranda,2017-05-23,772500
Flynn,2017-05-23,601000
Evatt,2017-05-23,508000
Gordon,2017-05-23,580000
Throsby,2017-05-23,395000
Giralang,2017-05-23,490000
Coombs,2017-05-23,465000
Charnwood,2017-05-24,458500
Evatt,2017-05-24,415000
Dickson,2017-05-24,895000
Narrabundah,2017-05-24,780000
Dunlop,2017-05-24,687000
Charnwood,2017-05-24,540000
Lyons,2017-05-24,1240000
Denman Prospect,2017-05-24,545000
Theodore,2017-05-24,430000
Hughes,2017-05-24,935000
Harrison,2017-05-24,661500
Richardson,2017-05-24,540000
Dunlop,2017-05-24,481000
Casey,2017-05-24,455000
Evatt,2017-05-24,440000
Curtin,2017-05-24,720000
Denman Prospect,2017-05-24,840000
Charnwood,2017-05-25,465000
Casey,2017-05-25,525500
Hackett,2017-05-25,630000
Gungahlin,2017-05-25,735000
Casey,2017-05-25,406000
Denman Prospect,2017-05-25,999500
Dickson,2017-05-25,1360000
Duffy,2017-05-25,865000
Throsby,2017-05-25,275000
Wanniassa,2017-05-25,635000
Torrens,2017-05-25,213333
Curtin,2017-05-25,730000
Kambah,2017-05-25,450000
Fadden,2017-05-25,750000
Throsby,2017-05-25,280000
Denman Prospect,2017-05-26,545000
Hawker,2017-05-26,940000
Curtin,2017-05-26,465000
Bonner,2017-05-26,596550
Hackett,2017-05-26,650000
Farrer,2017-05-26,800000
Chifley,2017-05-26,1150000
Evatt,2017-05-26,410000
Theodore,2017-05-26,490000
Spence,2017-05-26,500000
Moncrieff,2017-05-26,799950
Kambah,2017-05-26,730000
Kambah,2017-05-26,270000
Franklin,2017-05-26,535000
Curtin,2017-05-26,741000
Coombs,2017-05-26,940000
Farrer,2017-05-26,910000
Red Hill,2017-05-26,2700000
Moncrieff,2017-05-26,745000
Amaroo,2017-05-27,670000
Kaleen,2017-05-27,765000
Kaleen,2017-05-27,750000
Lyneham,2017-05-27,741000
Gungahlin,2017-05-27,804000
Curtin,2017-05-27,781000
Mawson,2017-05-27,1108000
Holder,2017-05-27,700000
Bruce,2017-05-27,1080000
Hackett,2017-05-27,1055000
Lyons,2017-05-27,775000
Dunlop,2017-05-27,600000
Weetangera,2017-05-27,657000
Hughes,2017-05-27,875000
Hackett,2017-05-27,811000
Nicholls,2017-05-27,1410000
Higgins,2017-05-27,505000
Flynn,2017-05-27,565000
Ainslie,2017-05-27,910000
Red Hill,2017-05-27,1275000
Yarralumla,2017-05-27,1230000
Yarralumla,2017-05-27,1450000
Aranda,2017-05-27,1060000
Monash,2017-05-27,462000
Kambah,2017-05-27,665000
Scullin,2017-05-27,610000
Flynn,2017-05-27,717500
Flynn,2017-05-27,746500
Theodore,2017-05-27,717000
McKellar,2017-05-28,790000
Farrer,2017-05-29,760000
Kambah,2017-05-29,580000
Campbell,2017-05-29,1570000
Denman Prospect,2017-05-29,610000
Casey,2017-05-29,1079000
Narrabundah,2017-05-29,800000
Ainslie,2017-05-29,750000
Garran,2017-05-29,900000
Hackett,2017-05-29,810000
Narrabundah,2017-05-29,800000
Hackett,2017-05-29,710000
Griffith,2017-05-29,1400000
Macarthur,2017-05-29,845000
Evatt,2017-05-29,505000
Hughes,2017-05-29,1340000
Throsby,2017-05-29,435000
Latham,2017-05-29,410000
Casey,2017-05-30,555000
Flynn,2017-05-30,410000
Torrens,2017-05-30,988000
Weetangera,2017-05-30,924000
Griffith,2017-05-30,1521000
Hackett,2017-05-30,760000
Ainslie,2017-05-30,1840000
Forde,2017-05-30,674800
Griffith,2017-05-30,1680000
Casey,2017-05-30,540000
Latham,2017-05-30,568000
Downer,2017-05-30,800000
Hughes,2017-05-30,720000
Ainslie,2017-05-30,840000
Rivett,2017-05-30,690000
Griffith,2017-05-30,1150000
Monash,2017-05-30,490000
Spence,2017-05-30,635000
Red Hill,2017-05-30,1902000
Chisholm,2017-05-30,572500
Holt,2017-05-30,461000
Garran,2017-05-30,860000
Casey,2017-05-31,743000
Farrer,2017-05-31,800000
Nicholls,2017-05-31,695000
Franklin,2017-05-31,410000
Crace,2017-05-31,453000
Duffy,2017-05-31,300000
Curtin,2017-05-31,710000
Bonython,2017-05-31,545000
Bonner,2017-05-31,745000
Bonner,2017-05-31,376000
Garran,2017-05-31,880000
O'Connor,2017-05-31,712000
Moncrieff,2017-05-31,618000
Moncrieff,2017-05-31,325000
Downer,2017-05-31,710000
Calwell,2017-05-31,544000
Kambah,2017-05-31,480000
Moncrieff,2017-05-31,715000
Ngunnawal,2017-05-31,525000
Lyons,2017-05-31,1100000
Moncrieff,2017-05-31,700000
Moncrieff,2017-06-01,520000
Hackett,2017-06-01,655000
Moncrieff,2017-06-01,740000
Holt,2017-06-01,525000
Ngunnawal,2017-06-01,555000
Farrer,2017-06-01,755000
Crace,2017-06-01,770000
Bonner,2017-06-01,484500
Aranda,2017-06-01,645000
Kambah,2017-06-01,550000
Duffy,2017-06-01,556000
Isabella Plains,2017-06-01,250000
Ngunnawal,2017-06-01,580000
Page,2017-06-01,731000
Duffy,2017-06-01,640000
Dunlop,2017-06-01,691500
Evatt,2017-06-02,410000
Moncrieff,2017-06-02,734000
Denman Prospect,2017-06-02,435000
Fadden,2017-06-02,1050000
Ngunnawal,2017-06-02,500000
Dunlop,2017-06-02,700000
Ngunnawal,2017-06-02,510000
Denman Prospect,2017-06-02,545000
Holt,2017-06-02,525000
Wanniassa,2017-06-02,475000
Denman Prospect,2017-06-02,550000
Franklin,2017-06-02,792500
Hackett,2017-06-02,1156000
Deakin,2017-06-02,2150000
Hackett,2017-06-02,850000
Conder,2017-06-02,484000
Page,2017-06-03,595000
Fisher,2017-06-03,675000
Ngunnawal,2017-06-03,480000
Wanniassa,2017-06-03,695000
Cook,2017-06-03,685000
Wanniassa,2017-06-03,670000
Page,2017-06-03,590000
Ngunnawal,2017-06-03,470000
Hughes,2017-06-03,1100000
Downer,2017-06-03,980000
Stirling,2017-06-03,790000
Fisher,2017-06-03,712000
Charnwood,2017-06-03,529000
O'Connor,2017-06-03,1120000
Kaleen,2017-06-03,650000
Amaroo,2017-06-03,668000
Flynn,2017-06-03,810000
Kaleen,2017-06-03,815000
Scullin,2017-06-03,565000
Hawker,2017-06-03,900000
Watson,2017-06-03,850000
Deakin,2017-06-03,2200000
Franklin,2017-06-03,805000
Coombs,2017-06-03,915500
Franklin,2017-06-03,647000
Macquarie,2017-06-03,805000
Dunlop,2017-06-03,488000
Crace,2017-06-03,845000
Curtin,2017-06-04,325000
Casey,2017-06-05,503000
Chifley,2017-06-05,675000
Chifley,2017-06-05,975000
Waramanga,2017-06-05,580000
Flynn,2017-06-05,580000
Calwell,2017-06-05,622500
Moncrieff,2017-06-05,228000
Campbell,2017-06-05,830000
Palmerston,2017-06-05,755000
O'Connor,2017-06-05,1190000
Bonner,2017-06-05,422000
Throsby,2017-06-06,400000
Casey,2017-06-06,548000
Theodore,2017-06-06,512500
Latham,2017-06-06,2
Throsby,2017-06-06,490000
Hughes,2017-06-06,875000
Farrer,2017-06-06,700000
Throsby,2017-06-06,275000
Palmerston,2017-06-06,630000
Amaroo,2017-06-06,775000
Moncrieff,2017-06-06,780000
Aranda,2017-06-06,900000
Isaacs,2017-06-07,875000
Conder,2017-06-07,736000
Theodore,2017-06-07,560000
Flynn,2017-06-07,485000
Forde,2017-06-07,805000
Moncrieff,2017-06-07,126000
Moncrieff,2017-06-07,141500
Flynn,2017-06-07,675000
Flynn,2017-06-07,620000
Calwell,2017-06-07,494000
Weetangera,2017-06-07,310000
Kambah,2017-06-08,500000
Watson,2017-06-08,390000
Latham,2017-06-08,512000
Wright,2017-06-08,780000
Evatt,2017-06-08,538000
Denman Prospect,2017-06-08,590000
Moncrieff,2017-06-08,290000
Fisher,2017-06-08,645000
Melba,2017-06-08,615000
Narrabundah,2017-06-08,150000
Moncrieff,2017-06-08,880000
Hackett,2017-06-09,600000
Moncrieff,2017-06-09,350000
Theodore,2017-06-09,490000
Wanniassa,2017-06-09,590000
Gungahlin,2017-06-09,735000
Holder,2017-06-09,720000
Franklin,2017-06-09,640000
Harrison,2017-06-09,765000
Lyons,2017-06-09,835000
Calwell,2017-06-09,490000
Crace,2017-06-09,419000
Coombs,2017-06-09,1155000
Dunlop,2017-06-09,225000
Richardson,2017-06-09,471001
Nicholls,2017-06-09,540000
Narrabundah,2017-06-09,780000
Holt,2017-06-09,245000
Chisholm,2017-06-09,620000
